gender,race ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,some college,standard,completed,74,77,82
male,group A,associates degree,standard,completed,62,64,63
male,group C,bachelors degree,standard,none,78,69,69
male,group E,masters degree,standard,completed,64,60,64
female,group A,associates degree,standard,completed,65,88,85
male,group D,some college,free reduced,none,67,78,81
female,group D,bachelors degree,free reduced,none,63,65,72
male,group E,associates degree,standard,none,76,70,67
female,group D,some college,free reduced,completed,56,69,69
female,group D,high school,free reduced,none,63,79,79
female,group E,high school,standard,completed,91,92,94
male,group B,some college,free reduced,none,49,43,41
female,group E,some college,free reduced,none,54,63,60
female,group D,high school,free reduced,completed,52,62,65
male,group D,high school,standard,completed,80,87,86
male,group B,associates degree,free reduced,none,71,79,70
male,group C,masters degree,free reduced,completed,77,68,70
female,group C,high school,free reduced,none,33,47,43
male,group D,some college,standard,none,72,75,82
male,group C,high school,standard,none,72,69,60
male,group C,high school,free reduced,none,57,64,59
female,group B,associates degree,free reduced,none,56,50,54
male,group D,some college,standard,none,67,68,63
female,group B,some college,free reduced,none,47,61,59
male,group D,high school,free reduced,completed,56,41,43
male,group E,some college,standard,completed,85,77,80
male,group B,some college,free reduced,completed,60,62,62
male,group D,some high school,free reduced,none,51,63,59
female,group B,some college,free reduced,none,49,52,54
female,group D,associates degree,standard,completed,74,82,87
female,group B,some college,standard,completed,83,79,84
female,group D,some high school,standard,none,59,73,74
male,group D,high school,standard,completed,86,72,75
male,group C,high school,standard,completed,63,68,69
male,group E,high school,standard,none,75,58,65
male,group B,some high school,standard,none,49,49,45
male,group B,some college,free reduced,none,51,54,51
male,group C,some high school,standard,none,77,62,64
male,group E,some high school,standard,none,62,58,51
female,group C,high school,standard,none,60,68,69
male,group D,some college,standard,none,40,42,39
female,group B,some college,free reduced,none,36,46,46
female,group C,some high school,free reduced,none,40,49,52
female,group A,bachelors degree,free reduced,none,26,47,46
female,group B,bachelors degree,free reduced,completed,59,72,76
female,group C,some college,standard,none,74,85,81
male,group D,high school,standard,none,48,47,45
male,group D,bachelors degree,standard,none,83,71,72
male,group C,masters degree,standard,completed,81,73,74
male,group B,some college,standard,completed,73,70,70
female,group C,associates degree,free reduced,completed,62,84,87
male,group D,high school,free reduced,none,67,70,59
female,group C,bachelors degree,standard,none,76,86,88
male,group C,some college,free reduced,none,77,65,60
male,group E,some college,standard,completed,48,40,32
male,group B,masters degree,standard,completed,81,85,84
female,group B,some high school,standard,completed,80,92,91
male,group B,some high school,standard,completed,75,69,76
female,group A,associates degree,free reduced,completed,71,93,91
female,group C,some high school,standard,completed,51,54,60
female,group C,bachelors degree,free reduced,completed,76,90,91
female,group C,masters degree,free reduced,none,52,61,57
male,group C,some college,standard,none,76,68,61
female,group E,high school,standard,none,74,76,72
female,group D,high school,standard,none,57,65,70
male,group C,high school,standard,completed,54,55,53
female,group B,associates degree,standard,none,91,92,89
male,group D,some college,standard,none,63,60,61
female,group B,high school,free reduced,none,56,62,59
female,group C,some college,standard,none,64,82,74
male,group E,high school,standard,none,94,87,72
male,group A,some college,free reduced,none,77,67,76
female,group D,bachelors degree,standard,none,76,79,82
female,group B,some high school,standard,none,49,55,53
male,group D,some college,standard,completed,90,87,83
male,group B,bachelors degree,standard,none,77,73,75
female,group C,some college,standard,none,69,81,81
male,group D,bachelors degree,standard,none,96,89,90
male,group D,masters degree,standard,completed,86,87,89
female,group D,some college,free reduced,none,55,66,69
male,group D,associates degree,standard,completed,81,77,81
female,group C,associates degree,standard,none,78,73,78
female,group C,some college,free reduced,completed,49,71,64
female,group B,high school,free reduced,none,61,75,60
male,group E,some college,standard,none,91,90,80
female,group B,bachelors degree,standard,none,42,64,58
female,group A,associates degree,standard,completed,76,95,86
female,group E,bachelors degree,standard,none,82,88,89
female,group C,some high school,free reduced,none,67,78,74
male,group C,high school,free reduced,none,58,70,60
female,group C,high school,standard,none,54,66,62
male,group C,some college,standard,none,69,67,63
female,group D,some college,standard,completed,79,82,85
female,group C,associates degree,free reduced,completed,42,60,59
female,group C,some college,standard,completed,71,83,85
female,group B,associates degree,standard,completed,58,67,71
male,group B,some high school,standard,completed,58,60,54
female,group C,some college,standard,completed,70,91,90
male,group E,associates degree,standard,completed,87,75,81
female,group C,some high school,standard,none,75,92,88
male,group C,masters degree,standard,none,79,77,72
male,group E,high school,standard,completed,86,81,84
male,group C,some college,free reduced,none,46,56,48
female,group C,bachelors degree,free reduced,completed,49,69,76
male,group E,some college,standard,none,83,79,73
male,group E,some high school,standard,none,72,66,63
male,group C,high school,standard,none,78,78,69
female,group E,masters degree,standard,completed,100,100,100
male,group B,some college,standard,none,75,70,68
female,group A,associates degree,free reduced,none,59,61,66
female,group E,bachelors degree,standard,none,83,91,89
female,group B,high school,free reduced,none,53,74,67
male,group A,bachelors degree,free reduced,completed,57,50,56
female,group B,associates degree,standard,none,55,60,59
female,group C,high school,standard,none,65,72,73
male,group D,masters degree,free reduced,none,61,65,59
male,group E,some high school,standard,none,98,90,86
female,group A,associates degree,standard,none,57,55,53
female,group C,high school,free reduced,completed,68,81,77
male,group E,masters degree,standard,none,80,81,77
female,group E,bachelors degree,standard,none,70,68,70
female,group D,high school,standard,completed,51,66,60
male,group C,some high school,free reduced,completed,67,67,74
female,group A,bachelors degree,free reduced,none,71,82,82
male,group D,some high school,free reduced,none,73,67,70
female,group D,bachelors degree,standard,none,77,83,91
female,group B,bachelors degree,standard,completed,72,86,90
male,group C,bachelors degree,standard,completed,71,63,63
female,group D,masters degree,standard,none,79,93,91
female,group D,some high school,standard,completed,69,76,84
female,group E,high school,free reduced,none,73,72,76
male,group C,masters degree,standard,none,79,73,76
male,group E,masters degree,free reduced,none,71,73,64
male,group C,high school,standard,none,67,56,51
male,group D,associates degree,standard,completed,79,72,75
female,group C,high school,standard,none,66,94,86
female,group B,high school,standard,none,30,44,45
male,group E,some college,standard,none,94,85,84
female,group E,associates degree,free reduced,completed,68,89,86
male,group E,high school,standard,none,88,78,71
